| lane/fixture                 | verdict    | apple-m4         | nvidia-nvidia-h100-80gb-hbm3-sm_90a | amd-mi325x-gfx942 |
| embedding/base               | batch  | IDENTICAL x3 | aed4235f48398286 | aed4235f48398286 | aed4235f48398286 |
| embedding/base               | batchgrad | IDENTICAL x3 | ecc0aacf5059c13e | ecc0aacf5059c13e | ecc0aacf5059c13e |
| embedding/base               | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| embedding/base               | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| embedding/denormal           | infer  | IDENTICAL x3 | d0c81bcb36e8ac05 | d0c81bcb36e8ac05 | d0c81bcb36e8ac05 |
| embedding/denormal           | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| embedding/denormal           | batch  | IDENTICAL x3 | 1d46be5f79dc46ad | 1d46be5f79dc46ad | 1d46be5f79dc46ad |
| embedding/denormal           | batchgrad | IDENTICAL x3 | 4b2c51116cd33b83 | 4b2c51116cd33b83 | 4b2c51116cd33b83 |
| embedding/denormal           | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| embedding/denormal           | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| embedding/denormal_ftz       | infer  | IDENTICAL x3 | 9ed8984c16e728bb | 9ed8984c16e728bb | 9ed8984c16e728bb |
| embedding/denormal_ftz       | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| embedding/denormal_ftz       | batch  | IDENTICAL x3 | 15b6791b83727e32 | 15b6791b83727e32 | 15b6791b83727e32 |
| embedding/denormal_ftz       | batchgrad | IDENTICAL x3 | a000e8209f86d0dc | a000e8209f86d0dc | a000e8209f86d0dc |
| embedding/denormal_ftz       | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| embedding/denormal_ftz       | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| embedding/dupes              | infer  | IDENTICAL x3 | 6097b151f828645e | 6097b151f828645e | 6097b151f828645e |
| embedding/dupes              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| embedding/dupes              | batch  | IDENTICAL x3 | 87cc2100c8487475 | 87cc2100c8487475 | 87cc2100c8487475 |
| embedding/dupes              | batchgrad | IDENTICAL x3 | 2b1d1bb8889484f9 | 2b1d1bb8889484f9 | 2b1d1bb8889484f9 |
| embedding/dupes              | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| embedding/dupes              | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| embedding/hashed             | infer  | IDENTICAL x3 | e69443c9c64a170e | e69443c9c64a170e | e69443c9c64a170e |
| embedding/hashed             | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| embedding/hashed             | batch  | IDENTICAL x3 | 607b839f338610b4 | 607b839f338610b4 | 607b839f338610b4 |
| embedding/hashed             | batchgrad | IDENTICAL x3 | e8bcfb4416ffb9cd | e8bcfb4416ffb9cd | e8bcfb4416ffb9cd |
| embedding/hashed             | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| embedding/hashed             | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| embedding/negative           | infer  | IDENTICAL x3 | 06de8cf62a5b291f | 06de8cf62a5b291f | 06de8cf62a5b291f |
| embedding/negative           | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| embedding/negative           | batch  | IDENTICAL x3 | 6dc8528de4a26793 | 6dc8528de4a26793 | 6dc8528de4a26793 |
| embedding/negative           | batchgrad | IDENTICAL x3 | c908c03dd4ea9583 | c908c03dd4ea9583 | c908c03dd4ea9583 |
| embedding/negative           | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| embedding/negative           | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| embedding/odd                | infer  | IDENTICAL x3 | 9532e67b65b07c0b | 9532e67b65b07c0b | 9532e67b65b07c0b |
| embedding/odd                | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| embedding/odd                | batch  | IDENTICAL x3 | aed4235f48398286 | aed4235f48398286 | aed4235f48398286 |
| embedding/odd                | batchgrad | IDENTICAL x3 | ecc0aacf5059c13e | ecc0aacf5059c13e | ecc0aacf5059c13e |
| embedding/odd                | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| embedding/odd                | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| embedding/ties               | infer  | IDENTICAL x3 | b2974b34e85e96d7 | b2974b34e85e96d7 | b2974b34e85e96d7 |
| embedding/ties               | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| embedding/ties               | batch  | IDENTICAL x3 | b0d9ee4cb0d2cc65 | b0d9ee4cb0d2cc65 | b0d9ee4cb0d2cc65 |
| embedding/ties               | batchgrad | IDENTICAL x3 | 3983631b8bdb67f6 | 3983631b8bdb67f6 | 3983631b8bdb67f6 |
| embedding/ties               | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| embedding/ties               | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| embedding/wide               | infer  | IDENTICAL x3 | 3da637530f040675 | 3da637530f040675 | 3da637530f040675 |
| embedding/wide               | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| embedding/wide               | batch  | IDENTICAL x3 | 7772d3b456315c74 | 7772d3b456315c74 | 7772d3b456315c74 |
| embedding/wide               | batchgrad | IDENTICAL x3 | d6863d33af00378f | d6863d33af00378f | d6863d33af00378f |
| embedding/wide               | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| embedding/wide               | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gbdt-rmse/base               | infer  | IDENTICAL x3 | ba6284898fcd7adb | ba6284898fcd7adb | ba6284898fcd7adb |
| gbdt-rmse/base               | model  | IDENTICAL x3 | 6a7e0d174aadda21 | 6a7e0d174aadda21 | 6a7e0d174aadda21 |
| gbdt-rmse/base               | batch  | IDENTICAL x3 | 3a53a53abfe321f6 | 3a53a53abfe321f6 | 3a53a53abfe321f6 |
| gbdt-rmse/base               | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| gbdt-rmse/base               | batchscale | IDENTICAL x3 | be09b7dcb4d0de17 | be09b7dcb4d0de17 | be09b7dcb4d0de17 |
| gbdt-rmse/base               | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gbdt-rmse/denormal           | infer  | IDENTICAL x3 | 86db747723f31263 | 86db747723f31263 | 86db747723f31263 |
| gbdt-rmse/denormal           | model  | IDENTICAL x3 | 70624119eb3559b1 | 70624119eb3559b1 | 70624119eb3559b1 |
| gbdt-rmse/denormal           | batch  | IDENTICAL x3 | 24d0e532611fba96 | 24d0e532611fba96 | 24d0e532611fba96 |
| gbdt-rmse/denormal           | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| gbdt-rmse/denormal           | batchscale | IDENTICAL x3 | 2ae0701b3e06031b | 2ae0701b3e06031b | 2ae0701b3e06031b |
| gbdt-rmse/denormal           | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gbdt-rmse/denormal_ftz       | infer  | IDENTICAL x3 | 86db747723f31263 | 86db747723f31263 | 86db747723f31263 |
| gbdt-rmse/denormal_ftz       | model  | IDENTICAL x3 | 70624119eb3559b1 | 70624119eb3559b1 | 70624119eb3559b1 |
| gbdt-rmse/denormal_ftz       | batch  | IDENTICAL x3 | 24d0e532611fba96 | 24d0e532611fba96 | 24d0e532611fba96 |
| gbdt-rmse/denormal_ftz       | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| gbdt-rmse/denormal_ftz       | batchscale | IDENTICAL x3 | 2ae0701b3e06031b | 2ae0701b3e06031b | 2ae0701b3e06031b |
| gbdt-rmse/denormal_ftz       | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gbdt-rmse/dupes              | infer  | IDENTICAL x3 | da755bd965b6c511 | da755bd965b6c511 | da755bd965b6c511 |
| gbdt-rmse/dupes              | model  | IDENTICAL x3 | d9198fa372812bc0 | d9198fa372812bc0 | d9198fa372812bc0 |
| gbdt-rmse/dupes              | batch  | IDENTICAL x3 | 17cffc317f1b3c99 | 17cffc317f1b3c99 | 17cffc317f1b3c99 |
| gbdt-rmse/dupes              | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| gbdt-rmse/dupes              | batchscale | IDENTICAL x3 | 3be4d834d33830b5 | 3be4d834d33830b5 | 3be4d834d33830b5 |
| gbdt-rmse/dupes              | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gbdt-rmse/hashed             | infer  | IDENTICAL x3 | b79afaae27b8bdb6 | b79afaae27b8bdb6 | b79afaae27b8bdb6 |
| gbdt-rmse/hashed             | model  | IDENTICAL x3 | e11795530a351b48 | e11795530a351b48 | e11795530a351b48 |
| gbdt-rmse/hashed             | batch  | IDENTICAL x3 | 15a568bd232c8fbd | 15a568bd232c8fbd | 15a568bd232c8fbd |
| gbdt-rmse/hashed             | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| gbdt-rmse/hashed             | batchscale | IDENTICAL x3 | 05a97298ab814856 | 05a97298ab814856 | 05a97298ab814856 |
| gbdt-rmse/hashed             | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gbdt-rmse/negative           | infer  | IDENTICAL x3 | 2f7db100a96ca46b | 2f7db100a96ca46b | 2f7db100a96ca46b |
| gbdt-rmse/negative           | model  | IDENTICAL x3 | 70b2f95595d7194e | 70b2f95595d7194e | 70b2f95595d7194e |
| gbdt-rmse/negative           | batch  | IDENTICAL x3 | 36bc296fc8f0a3cf | 36bc296fc8f0a3cf | 36bc296fc8f0a3cf |
| gbdt-rmse/negative           | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| gbdt-rmse/negative           | batchscale | IDENTICAL x3 | 9f37df3b32dbbf18 | 9f37df3b32dbbf18 | 9f37df3b32dbbf18 |
| gbdt-rmse/negative           | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gbdt-rmse/odd                | infer  | IDENTICAL x3 | 88f9e64eea1b35df | 88f9e64eea1b35df | 88f9e64eea1b35df |
| gbdt-rmse/odd                | model  | IDENTICAL x3 | 7a0ea772f0108d40 | 7a0ea772f0108d40 | 7a0ea772f0108d40 |
| gbdt-rmse/odd                | batch  | IDENTICAL x3 | 6b459ed54f82865a | 6b459ed54f82865a | 6b459ed54f82865a |
| gbdt-rmse/odd                | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| gbdt-rmse/odd                | batchscale | IDENTICAL x3 | 6df2783acb646870 | 6df2783acb646870 | 6df2783acb646870 |
| gbdt-rmse/odd                | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gbdt-rmse/ties               | infer  | IDENTICAL x3 | 4044415de3b73aee | 4044415de3b73aee | 4044415de3b73aee |
| gbdt-rmse/ties               | model  | IDENTICAL x3 | b1eb77816b7f439a | b1eb77816b7f439a | b1eb77816b7f439a |
| gbdt-rmse/ties               | batch  | IDENTICAL x3 | 1681c6f968f338d2 | 1681c6f968f338d2 | 1681c6f968f338d2 |
| gbdt-rmse/ties               | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| gbdt-rmse/ties               | batchscale | IDENTICAL x3 | 31c408559a2b2328 | 31c408559a2b2328 | 31c408559a2b2328 |
| gbdt-rmse/ties               | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gbdt-rmse/wide               | infer  | IDENTICAL x3 | 3f008ec3ab37ef2f | 3f008ec3ab37ef2f | 3f008ec3ab37ef2f |
| gbdt-rmse/wide               | model  | IDENTICAL x3 | 153340671f3c1919 | 153340671f3c1919 | 153340671f3c1919 |
| gbdt-rmse/wide               | batch  | IDENTICAL x3 | 288e6b1fb3347f2d | 288e6b1fb3347f2d | 288e6b1fb3347f2d |
| gbdt-rmse/wide               | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| gbdt-rmse/wide               | batchscale | IDENTICAL x3 | 5544148356800390 | 5544148356800390 | 5544148356800390 |
| gbdt-rmse/wide               | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gbdt-symmetric/base          | infer  | IDENTICAL x3 | e1db044dc82354ac | e1db044dc82354ac | e1db044dc82354ac |
| gbdt-symmetric/base          | model  | IDENTICAL x3 | ee776c33f052679a | ee776c33f052679a | ee776c33f052679a |
| gbdt-symmetric/base          | batch  | IDENTICAL x3 | 9d36287df25eff95 | 9d36287df25eff95 | 9d36287df25eff95 |
| gbdt-symmetric/base          | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| gbdt-symmetric/base          | batchscale | IDENTICAL x3 | acc7ee352b4565e3 | acc7ee352b4565e3 | acc7ee352b4565e3 |
| gbdt-symmetric/base          | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gbdt-symmetric/denormal      | infer  | IDENTICAL x3 | e1db044dc82354ac | e1db044dc82354ac | e1db044dc82354ac |
| gbdt-symmetric/denormal      | model  | IDENTICAL x3 | 4f2c8b24bbe2eb42 | 4f2c8b24bbe2eb42 | 4f2c8b24bbe2eb42 |
| gbdt-symmetric/denormal      | batch  | IDENTICAL x3 | 9d36287df25eff95 | 9d36287df25eff95 | 9d36287df25eff95 |
| gbdt-symmetric/denormal      | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| gbdt-symmetric/denormal      | batchscale | IDENTICAL x3 | acc7ee352b4565e3 | acc7ee352b4565e3 | acc7ee352b4565e3 |
| gbdt-symmetric/denormal      | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gbdt-symmetric/denormal_ftz  | infer  | IDENTICAL x3 | e1db044dc82354ac | e1db044dc82354ac | e1db044dc82354ac |
| gbdt-symmetric/denormal_ftz  | model  | IDENTICAL x3 | 4f2c8b24bbe2eb42 | 4f2c8b24bbe2eb42 | 4f2c8b24bbe2eb42 |
| gbdt-symmetric/denormal_ftz  | batch  | IDENTICAL x3 | 9d36287df25eff95 | 9d36287df25eff95 | 9d36287df25eff95 |
| gbdt-symmetric/denormal_ftz  | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| gbdt-symmetric/denormal_ftz  | batchscale | IDENTICAL x3 | acc7ee352b4565e3 | acc7ee352b4565e3 | acc7ee352b4565e3 |
| gbdt-symmetric/denormal_ftz  | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gbdt-symmetric/dupes         | infer  | IDENTICAL x3 | 04bc7278a6524318 | 04bc7278a6524318 | 04bc7278a6524318 |
| gbdt-symmetric/dupes         | model  | IDENTICAL x3 | 534330823f304849 | 534330823f304849 | 534330823f304849 |
| gbdt-symmetric/dupes         | batch  | IDENTICAL x3 | 6ea60cd70531740c | 6ea60cd70531740c | 6ea60cd70531740c |
| gbdt-symmetric/dupes         | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| gbdt-symmetric/dupes         | batchscale | IDENTICAL x3 | 018430bb26b6e063 | 018430bb26b6e063 | 018430bb26b6e063 |
| gbdt-symmetric/dupes         | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gbdt-symmetric/hashed        | infer  | IDENTICAL x3 | 548cebaf2b1310eb | 548cebaf2b1310eb | 548cebaf2b1310eb |
| gbdt-symmetric/hashed        | model  | IDENTICAL x3 | 24d9422c46dcfff9 | 24d9422c46dcfff9 | 24d9422c46dcfff9 |
| gbdt-symmetric/hashed        | batch  | IDENTICAL x3 | 8cb251b8df89f2dd | 8cb251b8df89f2dd | 8cb251b8df89f2dd |
| gbdt-symmetric/hashed        | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| gbdt-symmetric/hashed        | batchscale | IDENTICAL x3 | deca8ee775faea11 | deca8ee775faea11 | deca8ee775faea11 |
| gbdt-symmetric/hashed        | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gbdt-symmetric/negative      | infer  | IDENTICAL x3 | 3d7847393c2eeeed | 3d7847393c2eeeed | 3d7847393c2eeeed |
| gbdt-symmetric/negative      | model  | IDENTICAL x3 | 145ac848bbea01ba | 145ac848bbea01ba | 145ac848bbea01ba |
| gbdt-symmetric/negative      | batch  | IDENTICAL x3 | 557ef75b0ae06946 | 557ef75b0ae06946 | 557ef75b0ae06946 |
| gbdt-symmetric/negative      | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| gbdt-symmetric/negative      | batchscale | IDENTICAL x3 | d172ce57fe50db61 | d172ce57fe50db61 | d172ce57fe50db61 |
| gbdt-symmetric/negative      | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gbdt-symmetric/odd           | infer  | IDENTICAL x3 | 24dbd6988a519e0c | 24dbd6988a519e0c | 24dbd6988a519e0c |
| gbdt-symmetric/odd           | model  | IDENTICAL x3 | 3dfdadfd1961d2b5 | 3dfdadfd1961d2b5 | 3dfdadfd1961d2b5 |
| gbdt-symmetric/odd           | batch  | IDENTICAL x3 | a60497d0f9d20e28 | a60497d0f9d20e28 | a60497d0f9d20e28 |
| gbdt-symmetric/odd           | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| gbdt-symmetric/odd           | batchscale | IDENTICAL x3 | ee58518a916051e9 | ee58518a916051e9 | ee58518a916051e9 |
